Species,Common name,Scientific name,Price,date
Tegus,Baby Ultra Purple Tegu,SALVATOR MERIANAE X RUFESCENS,$399.99,08. Oct 19 
Amphibians,Dusky Salamander,null,$9.99,08. Oct 19 
Snakes,Baby Scaleless Head Cinnamon Butter Ball Python,Python regius,$424.99,08. Oct 19 
Lizards,Baby Dunner Bearded Dragon,Pogona vitticeps,$59.99,08. Oct 19 
Inverts,Socotra Island Blue Baboon Tarantula,Monocentrophus balfouri,$99.99,08. Oct 19 
Turtles,Baby Furrowed Wood Turtle,Rhinoclemmys areolata,$74.99,08. Oct 19 
Turtles,Baby Serrated Sideneck Turtle,null,$39.99,08. Oct 19 
Amphibians,Red Ruber Salamander,Anolis sagrei,$59.99,08. Oct 19 
Amphibians,Blue & Black Auratus Dart Frog,Dendrobates auratus,$39.99,08. Oct 19 
Lizards,Flying Dragon Lizard,Draco lineatus,$34.99,08. Oct 19 
Lizards,Adult Bearded Dragon,Pogona vitticeps,$174.99,08. Oct 19 
Lizards,Bermanja Panther Chameleon,Furcifer pardalis,$349.99,08. Oct 19 
Amphibians,Baby Pipa Pipa Toad,Pipa pipa,$44.99,08. Oct 19 
Lizards,Eastern Collared Lizard,Crotaphytus collaris,$39.99,08. Oct 19 
Snakes,Baby Black Cornsnake,Pantherophis guttatus,$34.99,08. Oct 19 
Snakes,Baby Jelly Brooks Kingsnake,Lampropeltis getula brooksi,$59.99,07. Oct 19 
Amphibians,Triangle Tree Frog,Dendropsophus triangulum,$49.99,07. Oct 19 
Lizards,9-11 Inch High White Translucent Veiled Chameleon,Chamaeleo calyptratus,$84.99,07. Oct 19 
Snakes,Schokari Sand Racer,Psammophis schokari,$59.99,07. Oct 19 
Amphibians,Black Eyed Tree Frog,Agalychnis moreletii,$39.99,07. Oct 19 
Inverts,Israeli Gold Scorpion,Scorpio maurus,$24.99,07. Oct 19 
Snakes,Baby Hypo IMG Colombian Redtail Boa,Boa constrictor imperator,$999.99,07. Oct 19 
Tegus,Albino Blue Tegu #2,Tupinambis Merianae,"$1,499.99",07. Oct 19 
Snakes,Baby Mex Mex X Ruthveni Kingsnake,Lampropeltis m. mexicana X ruthveni,$69.99,06. Oct 19 
Snakes,Baby Variable Kingsnake,Lampropeltis mexicana thayeri,$49.99,06. Oct 19 
Tegus,Baby Red Het Anerythristic Tegu,Tupinambis rufescens,$599.99,06. Oct 19 
Snakes,Baby Zebra Jungle Carpet Python,Morelia spilota cheynei,$249.99,06. Oct 19 
Amphibians,Pipa Pipa Toad,null,$29.99,06. Oct 19 
Snakes,Baby Amazon Tree Boa,null,$49.99,06. Oct 19 
Venomous,Baby Saharan Sand Viper,Cerastes vipera,$149.99,05. Oct 19 
Snakes,Baby San Matias Rosy Boas,Lichanura trivirgata saslowi,$99.99,05. Oct 19 
Lizards,Juvenile Wedgehead Caiman,Paleosuchus palpebrosus,$349.99,05. Oct 19 
Snakes,Baby Buf Cornsnake,Pantherophis guttatus,$44.99,05. Oct 19 
Snakes,Yearling San Matias Rosy Boa,null,$99.99,05. Oct 19 
Lizards,Sambava Panther Chameleon,Furcifer pardalis,$249.99,05. Oct 19 
Lizards,Dwarf Fischer’s Chameleon,Kinyongia tavetana,$29.99,05. Oct 19 
Lizards,Desert Horned Lizard,null,$24.99,05. Oct 19 
Turtles,Baby North American Wood Turtle,Glyptemys insculpta,$274.99,05. Oct 19 
Venomous,Silver Flat Nose Bamboo Pit Viper,Trimeresurus puniceus,$299.99,05. Oct 19 
Turtles,Baby Leopard Softshell Turtle,Apalone ferox X Spinifera,$24.99,05. Oct 19 
Snakes,Baby Colombian Redtail Boa,Boa constrictor imperator,$99.99,05. Oct 19 
Lizards,Verrucosus Chameleon,Furcifer verrucosus,$49.99,05. Oct 19 
Turtles,Baby Albino Pinkbelly Sideneck Turtle,Elseya novaeguinea,"$1,599.99",05. Oct 19 
Snakes,Baby Aru x Manakwari Green Tree Python,Morelia Viridis,$399.99,05. Oct 19 
Venomous,Baby Gabino Vipers,null,$299.99,05. Oct 19 
Snakes,Mexican Indigo,Drymarchon melanurus rubidus,"$1,499.99",04. Oct 19 
Snakes,Baby Misol Green Tree Python,Morelia viridis,$399.99,04. Oct 19 
Geckos,Paroedura Stumpffi,null,$59.99,04. Oct 19 
Snakes,Baby White Sided Peanut Butter Brooks Kingsnake,Lampropeltis getula brooksi,$99.99,03. Oct 19 
Geckos,Sub-Adult Giant Tremper Emerine Leopard Gecko,Eublepharis macularius,$124.99,03. Oct 19 
Lizards,Ground Agama,Agama aculeata,$34.99,03. Oct 19 
Snakes,Baby Manakwari Green Tree Python,Morelia viridis,$399.99,03. Oct 19 
Lizards,Pink Belly Swift,Sceloporus variabilis,$9.99,03. Oct 19 
Tortoises,Baby Cherryhead  X Redfoot Tortoise Cross,Chelonoidis carbonaria,$174.99,03. Oct 19 
Snakes,Baby Mexican Black x Desert Kingsnake,Lampropeltis getula nigrita x splendida,$39.99,03. Oct 19 
Snakes,Hypo Sinaloan Milksnake,Lampropeltis triangulum,$64.99,03. Oct 19 
Snakes,Baby Albino Sinacorn Snake,Lampropeltis triangulum sinaloae X Pantherophis guttatus,$59.99,03. Oct 19 
Lizards,Abronia Mixteca (Mexican Alligator Lizard),Abronia mixteca,$199.99,03. Oct 19 
Inverts,Unicorn Horned Baboon Tarantula,Ceratogyrus marshalli,$39.99,03. Oct 19 
Geckos,Baby Maynland Chahoua Gecko,Rhacodactylus chahoua,$599.99,03. Oct 19 
Geckos,Peacock Day Gecko,null,$39.99,02. Oct 19 
Lizards,Solomon Island Mangrove Monitor,null,$149.99,02. Oct 19 
Snakes,Baby Nelson’s Milksnake,Lampropeltis triangulum nelsoni,$49.99,02. Oct 19 
Lizards,Baby High Colored Bearded Dragon,Pogona vitticeps,$34.99,02. Oct 19 
Snakes,Colored Amazon Tree Boa,Corallus hortulanus,$124.99,02. Oct 19 
Geckos,Vazimba Gecko,Paroedeura vazimba,$39.99,02. Oct 19 
Snakes,Baby Banana Pewter Ball Python,null,$274.99,02. Oct 19 
Snakes,Baby Snow Western Hognose Snake,Heterodon nasicus,$499.99,02. Oct 19 
Lizards,Baby Peach Throat Monitor,Varanus jobiensis,$299.99,02. Oct 19 
Lizards,Brookesia Stumpffi,null,$74.99,02. Oct 19 
Tegus,Baby Albino Ice Tegu,Tupinambis Merianae X Tupinambis rufescens,"$1,999.99",02. Oct 19 
Lizards,Angalovana Panther Chameleon,Furcifer pardalis,$299.99,01. Oct 19 
Geckos,Baby Pinstripe Crested Gecko,Correlophus ciliatus,$74.99,01. Oct 19 
Amphibians,Leopard Frog,Rana sphenocephala,$9.99,01. Oct 19 
Inverts,Ghost Mantis,null,$39.99,01. Oct 19 
Turtles,Baby Stinkpot Musk Turtle,Sternotherus odoratus,$19.99,01. Oct 19 
Lizards,Savannah Monitor,null,$29.99,01. Oct 19 
Lizards,Baby Emerald Swift,Sceloporus malachiticus,$14.99,01. Oct 19 
Turtles,Baby Red Cheeked Mud Turtles,Kinosternon scorpioides cruentatum,$39.99,01. Oct 19 
Turtles,Baby Two Headed Snapping Turtle,null,null,01. Oct 19 
Inverts,Mexican Bloodleg Tarantula,null,$149.99,01. Oct 19 
Turtles,Baby Desert Ornate Box Turtle,Terrapene ornata luteola,$149.99,01. Oct 19 
Inverts,Florida Keys Centipede,null,$19.99,01. Oct 19 
Isopods,Porcellio Scaber “Orange Dalmatian” Isopod,Porcellio Scaber,$14.99,30. Sep 19 
Inverts,Nigerian Rusted Tarantula,Hysterocrates laticeps,$44.99,30. Sep 19 
Lizards,Black Roughneck Monitor,Varanus rudicollis,$199.99,30. Sep 19 
Snakes,Ringneck Snake,null,$4.99,30. Sep 19 
Lizards,Nidua Fringe Fingered Lizard,Acanthodactylus scutellatus,$14.99,30. Sep 19 
Snakes,Baby Sonoran Gopher Snake,Pituophis melanoleucus,$74.99,30. Sep 19 
Snakes,Northern Banded Water Snake,Nerodia sipedon,$29.99,30. Sep 19 
Geckos,Sunglow Leopard Gecko,Eublepharis macularius,$54.99,30. Sep 19 
Geckos,Lined Leaf Tail Gecko,Uroplatus lineatus,$224.99,29. Sep 19 
Lizards,Abronia Lythrochila,Abronia lythrochila,$199.99,29. Sep 19 
Snakes,Dominican Red Mountain Boa,Epicrates striatus striatus,$224.99,29. Sep 19 
Lizards,Cuban Green Anole,Anolis porcatus,$5.99,29. Sep 19 
Turtles,Hybino Red Ear Slider Turtle,Trachemys scripta elegans,"$1,249.99",29. Sep 19 
Amphibians,Amazonian Red Striped Dart Frog,null,$59.99,29. Sep 19 
Amphibians,Rainbow Pacman,Ceratophrys cranwelli,$14.99,29. Sep 19 
Amphibians,Malagasy Gliding Frog,null,$39.99,29. Sep 19 
Snakes,Baby Caramel Coastal Carpet Python,Morelia spilota mcdowelli,$149.99,29. Sep 19 
Tortoises,Baby Pancake Tortoise,Malacochersus tornieri,$349.99,29. Sep 19 
Inverts,Blue Fang Tarantula,Ephpebopus cyanognathus,$69.99,29. Sep 19 
Amphibians,Camo Pacman Frog,Ceratophrys cranwelli,$14.99,29. Sep 19 
Turtles,Albino Red Ear Slider Turtle,Trachemys scripta elegans,$249.99,29. Sep 19 
Lizards,American Alligator,Alligator mississippiensis,$249.99,28. Sep 19 
Geckos,Baby Normal Leopard Gecko,LIMITED TIME OFFER: GET 50% OFF THIS LEOPARD GECKO WITH THE PURCHASE OF A COMPLETE SETUP KIT!,$17.99,28. Sep 19 
Inverts,Orange Starburst Baboon Tarantula,Pterinochilus murinus,$34.99,28. Sep 19 
Lizards,Baby Irian Jaya Blue Tongue Skink,Tiliqua sp.,$349.99,28. Sep 19 
Lizards,Baby Red Bearded Dragon,Pogona vitticeps,$54.99,27. Sep 19 
Tortoises,Juvenile Ivory Sulcata Tortoise,null,"$1,499.99",27. Sep 19 
Snakes,Baby San Felipe Rosy Boas,Lichanura trivirgata saslowi,$99.99,27. Sep 19 
Snakes,Baby Jungle Corn Snake,Lampropeltis getula californiae X Pantherophis guttatus,$44.99,27. Sep 19 
Amphibians,Patricia Tinctorius Dart Frog,Dendrobates tinctorius,$34.99,27. Sep 19 
Amphibians,Wild Type Axolotl,Ambystoma mexicanum,$24.99,27. Sep 19 
Inverts,New Guinea Rust Orange Tarantula,Selenocosmia arndsti,$69.99,27. Sep 19 
Snakes,Baby Plasma Colombian Redtail Boa,null,$599.99,27. Sep 19 
Lizards,Irian Jaya Blue Tongue Skink,Tiliqua sp.,$199.99,27. Sep 19 
Isopods,Powder Blue Isopods,Porcellionides priunosus,$9.99,27. Sep 19 
Isopods,Nosy Roly-Poly Isopods,Armadillidium nasatum,$9.99,27. Sep 19 
Amphibians,Hatchet Face Frog,Sphaenorhynchus lacteus,$29.99,27. Sep 19 
Snakes,Baby C.A. T+ Albino Sunglow Boa,Boa constrictor imperator,$199.99,27. Sep 19 
Venomous,Baby Western Diamondback Rattlesnake,Crotalus atrox,$64.99,26. Sep 19 
Snakes,Sonoran Gopher Snake,Pituophis catenifer affinis,$39.99,26. Sep 19 
Lizards,Madagascar Giant Plated Lizard,null,$49.99,25. Sep 19 
Snakes,Baby Amel Motley Cornsnake,Pantherophis guttatus,$59.99,25. Sep 19 
Inverts,Ornate Ornamental Tarantula,Poecilotheria ornata,$84.99,25. Sep 19 
Inverts,Puerto Rican Pinktoe Tarantula,null,$49.99,25. Sep 19 
Snakes,Baby Sunkissed Ghost Cornsnake,null,$49.99,25. Sep 19 
Snakes,Baby Colombian Rainbow Boa,Epicrates cenchria,$49.99,25. Sep 19 
Lizards,Pied Pectinata,null,$699.99,25. Sep 19 
Lizards,Baby Red Silkie Bearded Dragon,Pogona vitticeps,$69.99,25. Sep 19 
Geckos,Cocteau Gecko,Hemidactylus flaviviridis,$9.99,25. Sep 19 
Snakes,Egyptian Egg Eating Snake,Dasypeltis bazi,$199.99,25. Sep 19 
Snakes,Baby Albino Durango Ruthvens Kingsnake,null,$79.99,25. Sep 19 
Snakes,Baby Scaleless Head Pewter Calico G Stripe Ball Python,Python regius,$999.99,25. Sep 19 
Tegus,Albino Blue Tegu #1,Tupinambis Merianae,"$1,499.99",25. Sep 19 
Lizards,Oustalet’s Chameleon,Furcifer chamaeleo oustaleti,$49.99,25. Sep 19 
Amphibians,Oyapok Tinctorius Dart Frog,Dendrobates tinctorius,$39.99,23. Sep 19 
Snakes,Baby Colored Amazon Tree Boa,Corallus hortulanus,$199.99,23. Sep 19 
Lizards,Moroccan Uromastyx,Uromastyx acanthinurus,$149.99,23. Sep 19 
Snakes,Baby Leopard Blade Clown Ball Python,null,$999.99,23. Sep 19 
Snakes,African Green Bush Snake,Philothamnus semivariegatus,$49.99,23. Sep 19 
Lizards,Baby Savannah Monitor,null,$19.99,23. Sep 19 
Snakes,Baby Anery Tessera Cornsnake,Pantherophis guttatus,$79.99,23. Sep 19 
Inverts,0.5 – 1.0 Inch Brazilian White Knee Tarantula,Acanthoscurria geniculata,$34.99,23. Sep 19 
Lizards,Ocellated Uromastyx,null,$99.99,23. Sep 19 
Inverts,Panamanian Blonde Tarantula,Psalmopoeus pulcher,$39.99,23. Sep 19 
Amphibians,Bumblebee Dart Frog,Dendrobates leucomelas,$39.99,23. Sep 19 
Snakes,Yearling Tiger Coastal Carpet Python,Morelia spilota mcdowelli,$174.99,23. Sep 19 
Snakes,Adult Axanthic Brooks Kingsnake,null,$249.99,23. Sep 19 
Amphibians,South American Giant Marine Toad,Bufo marinus,$39.99,21. Sep 19 
Geckos,White Spot Gecko,Tarentola Annularis,$9.99,21. Sep 19 
Snakes,Eastern Hognose Snake,Heterodon platirhinos,$199.99,21. Sep 19 
Tortoises,Redfoot Tortoise,Chelonoidis carbonaria,$149.99,21. Sep 19 
Turtles,West African Mud Turtle,Pelusios castaneus,$29.99,21. Sep 19 
Snakes,East African Egg Eating Snake,Dasypeltis scabra,$69.99,21. Sep 19 
Lizards,Furcifer Bifidus,Furcifer Bifidus,$99.99,20. Sep 19 
Snakes,Western Ringneck Snake,null,$29.99,20. Sep 19 
Snakes,Baby Lavender Cornsnake,Pantherophis guttatus,$29.99,20. Sep 19 
Lizards,Baby Saharan Yellow Uromastyx,Uromastyx geyri,$79.99,20. Sep 19 
Geckos,Baby Albino Leopard Gecko,Eublepharis macularius,$29.99,20. Sep 19 
Lizards,Baby Red Iguana,Iguana iguana,$34.99,20. Sep 19 
Amphibians,Golden Gliding Frog,Polypedates leucomystax,$7.49,20. Sep 19 
Amphibians,Painted Mantella,null,$39.99,18. Sep 19 
Geckos,Tripoli Gecko,Tropiocolotes tripolitanus,$19.99,18. Sep 19 
Snakes,Baby Anery Stripe Kenyan Sand Boa,Eryx colubrinus,$79.99,18. Sep 19 
Inverts,Mexican Flame Knee Tarantula,null,$149.99,18. Sep 19 
Snakes,Great Plains Ratsnake,Pantherophis emoryi,$39.99,18. Sep 19 
Inverts,Cape Burrowing Scorpion,null,$24.99,18. Sep 19 
Lizards,Baby Dispar Uromastyx,null,$124.99,18. Sep 19 
Amphibians,Grey Tree Frog,Hyla versicolor,$9.99,18. Sep 19 
Amphibians,Red and Black Walking Frog,Phrynomerus bifasciatus,$9.99,18. Sep 19 
Amphibians,Baby Giant Pixie Frog,Pyxicephalus adspersus,$29.99,18. Sep 19 
Snakes,Baby Aru x Jaya Green Tree Python,Morelia viridis,$399.99,17. Sep 19 
Snakes,Baby Arizona Rosy Boa,Lichanura trivirgata trivirgata,$89.99,17. Sep 19 
Turtles,Baby Northern Black Knob Map Turtles,Graptemys nigrinoda,$99.99,17. Sep 19 
Amphibians,Golfodulcean Dart Frog,null,$39.99,17. Sep 19 
Snakes,West African Egg Eating Snake,Dasypeltis scabra,$64.99,17. Sep 19 
Snakes,Baby Cotton Candy Snow Cornsnake,null,$69.99,15. Sep 19 
Snakes,White Lipped Python,Leiopython albertisii,$324.99,15. Sep 19 
Amphibians,Powder Blue Tinctorius Dart Frog,Dendrobates tinctorius,$39.99,15. Sep 19 
Snakes,Baby Enchi Spider Clown Ball Python,null,$799.99,15. Sep 19 
Snakes,Red Tailed Green Ratsnake,Gonyosoma oxycephalum,$74.99,15. Sep 19 
Geckos,Baby Super Harlequin Pinstripe Crested Gecko,Correlophus ciliatus,$199.99,15. Sep 19 
Snakes,Lesser Ball Python,null,$64.99,15. Sep 19 
Inverts,Singapore Blue Tarantula,null,$49.99,15. Sep 19 
Snakes,African File Snake,Mehelya crossi,$74.99,15. Sep 19 
Geckos,Fan Footed Gecko,Ptyodactylus hasselquistii,$14.99,15. Sep 19 
Amphibians,Baby Giant Waxy Monkey Tree Frog,null,$59.99,15. Sep 19 
Geckos,Baby Crimson Madagascar Giant Day Gecko,Phelsuma grandis,$39.99,15. Sep 19 
Snakes,Red Beaked Snake,null,$74.99,15. Sep 19 
Lizards,Baby Bearded Dragon,Pogona vitticeps,$44.99,15. Sep 19 
Lizards,Baby Silky (Scaleless) Bearded Dragon,Pogona vitticeps,$74.99,15. Sep 19 
Geckos,Mack Snow Albino Leopard Gecko,Eublepharis macularius,$54.99,13. Sep 19 
Snakes,Baby Suriname Redtail Boa,Boa constrictor constrictor,$149.99,13. Sep 19 
Amphibians,Citronella Tinctorius Dart Frog,null,$39.99,13. Sep 19 
Lizards,Red Garden Skink,Lampropholis guichenoti,$4.99,13. Sep 19 
Lizards,Cuvier’s Dwarf Caiman,Paleosuchus palpebrosus,$249.99,13. Sep 19 
Geckos,Baby Normal Panther Gecko,Paroedura pictus,$19.99,13. Sep 19 
Snakes,San Isabel Solomon Island Ground Boa,Candoia carinata paulsoni,$149.99,13. Sep 19 
Amphibians,Baby Budgett’s Frog,Lepidobatrachus laevis,$49.99,13. Sep 19 
Amphibians,Turquoise And Black Auratus Dart Frog,Dendrobates auratus,$39.99,13. Sep 19 
Lizards,Serrated Conehead Lizard,null,$299.99,13. Sep 19 
Tortoises,Baby Leopard Tortoise,Stigmochelys pardalis babcocki,$149.99,13. Sep 19 
Amphibians,Solomon Island Eyelash Frog,Ceratobatrachus guentheri,$34.99,13. Sep 19 
Snakes,HCQ Coastal Carpet Python,Morelia spilota mcdowelli,$199.99,13. Sep 19 
Tegus,Baby Albino Blue Tegu,Tupinambis Merianae,"$1,499.99",13. Sep 19 
Inverts,Mexican Red Rump Tarantula,Brachypelma vagans,$24.99,13. Sep 19 
Lizards,Plica Plica Lizard,Plica plica,$19.99,13. Sep 19 
Lizards,Savigny’s Agama,Trapelus savignii,$19.99,13. Sep 19 
Lizards,Baby Red Ackie Monitor,Varanus Acanthurus,$399.99,12. Sep 19 
Lizards,Major Skink,Egernia frerei,$49.99,12. Sep 19 
Turtles,Adult Desert Ornate Box Turtle,Terrapene ornata luteola,$149.99,12. Sep 19 
Snakes,Baby Anaconda Western Hognose Snake,null,$149.99,12. Sep 19 
Turtles,Baby Hybrid Box Turtle,Terrapene carolina bauri x Terrapene ornata ornate x Terrapene carolina carolina,$124.99,12. Sep 19 
Venomous,Egyptian Saw Scale Viper,Echis pyramidum,$199.99,12. Sep 19 
Inverts,Death Stalker Scorpion,Leiurus quinquestriatus,$34.99,11. Sep 19 
Snakes,Baby Tiger Darwin’s Carpet Python,null,$174.99,11. Sep 19 
Amphibians,Ornate Pacman Frog,Ceratophrys ornata,$29.99,11. Sep 19 
Lizards,Petters Chameleon,Furcifer petteri,$249.99,11. Sep 19 
Lizards,Sun Skink,Eutropis multifasciata,$6.99,11. Sep 19 
Geckos,Leopard Gecko,Eublepharis macularius,$39.99,11. Sep 19 
Geckos,Subadult Hypo Leopard Gecko,Eublepharis macularius,$39.99,11. Sep 19 
Lizards,Baby Hypo Silkie Bearded Dragon,Pogona vitticeps,$79.99,11. Sep 19 
Isopods,Porcellio Laevis “Dairy Cow” Isopod,Porcellio Laevis,$17.49,11. Sep 19 
Lizards,Baby Cape Banded White Throat Monitor,Varanus albigularis,$599.99,11. Sep 19 
Inverts,Solomon Island Giant Green Centipede,Ethmostigmus rubripes,$399.99,11. Sep 19 
Isopods,Porcellionides priunosus “white out” Isopod,Porcellionides priunosus,$14.99,11. Sep 19 
Turtles,Baby Hypo Pastel Red Ear Slider Turtle,Trachemys scripta elegans,$174.99,11. Sep 19 
Venomous,Baby Western Diamondback Rattlesnake,Crotalus atrox,$124.99,11. Sep 19 
Lizards,Baby Cuvier’s Caiman,Paleosuchus palpebrosus,$249.99,11. Sep 19 
Snakes,Baby Tanimbar Amethystine Python,Morelia amethystina,$349.99,11. Sep 19 
Geckos,Sunglow Raptor Leopard Gecko,Eublepharis macularius,$64.99,11. Sep 19 
Snakes,Yearling Costa Rican Boa,Boa Constrictor imperator,$174.99,11. Sep 19 
Inverts,Colombian Dwarf Tiger Tarantula,Cyriocosmus leetzi,$34.99,11. Sep 19 
Snakes,Red Amazon Tree Boa,Corallus hortulanus,$199.99,11. Sep 19 
Snakes,Baby Black Ratsnake,Pantherophis obsoletus,$34.99,11. Sep 19 
Snakes,Sumatran Blood Python,Python brongersMay,$349.99,11. Sep 19 
Snakes,Reticulated Python,Python reticulatus,$249.99,11. Sep 19 
Snakes,Baby California Kingsnake,null,$84.99,11. Sep 19 
Inverts,Red Birdeater Tarantula,null,$39.99,11. Sep 19 
Inverts,Devils Flower Mantis,Idolomantis diabolica,$49.99,10. Sep 19 
Lizards,Baby Blue Tail Monitor,Varanus doreanus,$349.99,10. Sep 19 
Venomous,Juvenile Eastern Diamondback Rattlesnake,Crotalus adamanteus,$174.99,10. Sep 19 
Snakes,Plains Garter Snake,Thamnophis radix,$9.99,10. Sep 19 
Snakes,Baby Axanthic Whitesided Brooks Kingsnake,Lampropeltis getula brooksi,$64.99,10. Sep 19 
Snakes,Baby Lereh Green Tree Python,Morelia Viridis,$399.99,10. Sep 19 
Tortoises,Yearling Burmese Brown Mountain Tortoise,Manouria emys,$224.99,10. Sep 19 
Inverts,Thai Tiger Tarantula,null,$19.99,10. Sep 19 
Lizards,4-5 Inch High White Translucent Veiled Chameleon,Chamaeleo calyptratus,$89.99,10. Sep 19 
Lizards,Dispar Uromastyx,Uromastyx dispar dispar,$124.99,10. Sep 19 
Lizards,Baby Ambilobe Panther Chameleon,Furcifer pardalis,$199.99,10. Sep 19 
Snakes,Baby Ribbon Snake,Thamnophis sauritus,$3.99,10. Sep 19 
Turtles,Baby Pinkbelly Sideneck Turtle,Emydura subglobosa,$39.99,10. Sep 19 
Isopods,Armadilidium Frontirostre Isopod,null,$39.99,10. Sep 19 
Inverts,Stripe Knee Tarantula,null,$24.99,09. Sep 19 
Snakes,Baby Blood Red Scaleless Cornsnake,Pantherophis guttatus,$449.99,09. Sep 19 
Inverts,Stone Centipede,null,$19.99,09. Sep 19 
Amphibians,Italian Alpine Newt,Ichthyosaura alpestris,$24.99,09. Sep 19 
Inverts,Asian Hooded Mantis,Rhombodera fusca,$29.99,09. Sep 19 
Lizards,4 to 5 inch Translucent Veiled Chameleon,Chamaeleo calyptratus,$49.99,09. Sep 19 
Turtles,Baby Japanese Wood Turtle,null,$74.99,09. Sep 19 
Snakes,Red Coachwhip Snake,null,$49.99,09. Sep 19 
Snakes,Baby Sumatran Blood Python,Python brongersMay,$99.99,09. Sep 19 
Isopods,Powder Orange Isopods,Porcellionides priunosus,$14.99,09. Sep 19 
Snakes,Black Racer,Coluber constrictor priapus,$9.99,09. Sep 19 
Amphibians,Cobalt Blue Tinctorius Dart Frog,Dendrobates tinctorius,$39.99,09. Sep 19 
Amphibians,C.B. Snowflake Dumpy Tree Frog,Litoria caerulea,$29.99,09. Sep 19 
Inverts,Pinktoe Tarantula,Avicularia avicularia,$9.99,09. Sep 19 
Geckos,Rough Tailed Gecko,Cyrtopodion scaber,$14.99,09. Sep 19 
Lizards,Abronia Deppii,null,$999.99,09. Sep 19 
Inverts,Thailand Golden Fringe Tarantula,Ornithoctonus aureotibialis,$59.99,09. Sep 19 
Lizards,New Guinea Legless Lizard,Lialis burtonis,$99.99,09. Sep 19 
Tegus,Baby Paraguayan Red Tegu,Tupinambis rufescens,$399.99,09. Sep 19 
Snakes,Aru Green Tree Python,Morelia viridis,$599.99,09. Sep 19 
Inverts,Australian Giant Prickly Stick Insect,null,$24.99,09. Sep 19 
Lizards,Malagasy Three Eyed Lizard,Chalarodon madagascariensis,$14.99,08. Sep 19 
Snakes,Baby Hypo Colombian Redtail Boa,Boa constrictor imperator,$199.99,08. Sep 19 
Tegus,Snowmaker Tegu,Tupinambis Merianae X Tupinambis rufescens,$499.99,08. Sep 19 
Lizards,Sulphur Monitor,null,"$1,749.99",08. Sep 19 
Snakes,Baby Pastel Banana Ball Python,Python regius,$349.99,08. Sep 19 
Lizards,Red Sided Skink,Trachylepis homalocephala,$6.99,08. Sep 19 
Inverts,Mysore Ornamental Tarantula,Poecilotheria straita,$59.99,08. Sep 19 
Tegus,Baby High White Red Tegu,null,$399.99,08. Sep 19 
Inverts,Brazilian Blue Violet Tarantula,Pterinopelma saziMay,$34.99,08. Sep 19 
Inverts,Amazon Giant Centipede,Scolopendra gigantea,$399.99,08. Sep 19 
Geckos,Baby Blazing Blizzard Leopard Gecko,null,$44.99,08. Sep 19 
Tortoises,Baby Elongated Tortoise,Inditestudo elongata,$124.99,08. Sep 19 
Lizards,Baby Brown Basilisk,Basiliscus vittatus,$14.99,08. Sep 19 
Lizards,Baby Sulawesi Water Monitor,Varanus salvator,$299.99,08. Sep 19 
Snakes,Solomon Island Black File Snake,Acrochordus granulatus,$199.99,08. Sep 19 
Snakes,Baby Albino Western Hognose Snake,null,$174.99,08. Sep 19 
Lizards,Red Bar Ambilobe Panther Chameleon,Furcifer pardalis,$299.99,08. Sep 19 
Amphibians,Blue Gliding Frog,Rhacophorus dennysi,$24.99,08. Sep 19 
Inverts,Orchid Mantis,Hymenopus coronatus,$59.99,08. Sep 19 
Inverts,Giant Chinese Praying Mantis,Tenodera sinensis,$29.99,08. Sep 19 
Snakes,Red Bellied Swamp Snake,Seminatrix pygaea,$39.99,08. Sep 19 
Inverts,Sangihe Black Tarantula,Lampropelma nigerimum,$49.99,08. Sep 19 
Snakes,Baby Scaleless Head Super Pastel Ball Python,Python regius,$399.99,08. Sep 19 
Snakes,Baby Blood Red Cornsnake,Pantherophis guttatus,$49.99,08. Sep 19 
Lizards,Baby Asian Water Monitor,null,$99.99,08. Sep 19 
Snakes,Baby Florida Kingsnake,Lampropeltis getula floridana,$49.99,08. Sep 19 
Lizards,Baby Citrus Bearded Dragon,Pogona vitticeps,$54.99,08. Sep 19 
Snakes,Baby Western Hognose Snake,Heterodon nasicus,$99.99,08. Sep 19 
Lizards,Jackson’s Chameleon,Trioceros jacksonii,null,08. Sep 19 
Amphibians,Red Leg Running Frog,Kassina maculata,$9.99,08. Sep 19 
Snakes,Jansen’s Ratsnake,Gonyosoma jansenii,$499.99,08. Sep 19 
Amphibians,Strawberry Pacman Frog,Ceratophrys cranwelli,$34.99,07. Sep 19 
Lizards,Merauke Blue Tongue Skink,Tiliqua gigas,$249.99,07. Sep 19 
Lizards,6-8 Inch High Colored Bearded Dragon,Pogona vitticeps,$44.99,07. Sep 19 
Snakes,Baby Banded Water Snake,Nerodia fasciata,$19.99,07. Sep 19 
Turtles,Baby African Mud Turtle,Pelusios castaneus,$29.99,07. Sep 19 
Tortoises,Baby Sri Lankan Star Tortoise,Geochelone elegans,$499.99,07. Sep 19 
Snakes,Yearling Bay Of La Rosy Boa,null,$99.99,07. Sep 19 
Turtles,African Dwarf Mud Turtle,Pelusios nanus,$249.99,07. Sep 19 
Lizards,Brown Basilisk,Basiliscus vittatus,$9.99,07. Sep 19 
Amphibians,Eastern Tiger Salamander,Ambystoma tigrinum,$49.99,07. Sep 19 
Geckos,Baby Orange Brindle Phantom Pinstripe Crested Gecko,Correlophus ciliatus,$149.99,07. Sep 19 
Turtles,Gibba Gibba Turtle,null,$39.99,07. Sep 19 
