Species,Common name,Scientific name,Price,months
Venomous,Baby Western Diamondback Rattlesnake,Crotalus atrox,$64.99,8
Snakes,Sonoran Gopher Snake,Pituophis catenifer affinis,$39.99,8
Lizards,Madagascar Giant Plated Lizard,,$49.99,8
Snakes,Baby Amel Motley Cornsnake,Pantherophis guttatus,$59.99,8
Inverts,Ornate Ornamental Tarantula,Poecilotheria ornata,$84.99,8
Inverts,Puerto Rican Pinktoe Tarantula,,$49.99,8
Snakes,Baby Sunkissed Ghost Cornsnake,,$49.99,8
Snakes,Baby Colombian Rainbow Boa,Epicrates cenchria,$49.99,8
Lizards,Pied Pectinata,,$699.99,8
Lizards,Baby Red Silkie Bearded Dragon,Pogona vitticeps,$69.99,8
Geckos,Cocteau Gecko,Hemidactylus flaviviridis,$9.99,8
Snakes,Egyptian Egg Eating Snake,Dasypeltis bazi,$199.99,8
Snakes,Baby Albino Durango Ruthvens Kingsnake,,$79.99,8
Snakes,Baby Scaleless Head Pewter Calico G Stripe Ball Python,Python regius,$999.99,8
Tegus,Albino Blue Tegu #1,Tupinambis Merianae,"$1,499.99",8
Lizards,Oustalet’s Chameleon,Furcifer chamaeleo oustaleti,$49.99,8
Amphibians,Oyapok Tinctorius Dart Frog,Dendrobates tinctorius,$39.99,8
Snakes,Baby Colored Amazon Tree Boa,Corallus hortulanus,$199.99,8
Lizards,Moroccan Uromastyx,Uromastyx acanthinurus,$149.99,8
Snakes,Baby Leopard Blade Clown Ball Python,,$999.99,8
Snakes,African Green Bush Snake,Philothamnus semivariegatus,$49.99,8
Lizards,Baby Savannah Monitor,,$19.99,8
Snakes,Baby Anery Tessera Cornsnake,Pantherophis guttatus,$79.99,8
Inverts,0.5 – 1.0 Inch Brazilian White Knee Tarantula,Acanthoscurria geniculata,$34.99,8
Lizards,Ocellated Uromastyx,,$99.99,8
Inverts,Panamanian Blonde Tarantula,Psalmopoeus pulcher,$39.99,8
Amphibians,Bumblebee Dart Frog,Dendrobates leucomelas,$39.99,8
Snakes,Yearling Tiger Coastal Carpet Python,Morelia spilota mcdowelli,$174.99,8
Snakes,Adult Axanthic Brooks Kingsnake,,$249.99,8
Amphibians,South American Giant Marine Toad,Bufo marinus,$39.99,8
Geckos,White Spot Gecko,Tarentola Annularis,$9.99,8
Snakes,Eastern Hognose Snake,Heterodon platirhinos,$199.99,8
Tortoises,Redfoot Tortoise,Chelonoidis carbonaria,$149.99,8
Turtles,West African Mud Turtle,Pelusios castaneus,$29.99,8
Snakes,East African Egg Eating Snake,Dasypeltis scabra,$69.99,8
Lizards,Furcifer Bifidus,Furcifer Bifidus,$99.99,8
Snakes,Western Ringneck Snake,,$29.99,8
Snakes,Baby Lavender Cornsnake,Pantherophis guttatus,$29.99,8
Lizards,Baby Saharan Yellow Uromastyx,Uromastyx geyri,$79.99,8
Geckos,Baby Albino Leopard Gecko,Eublepharis macularius,$29.99,8
Lizards,Baby Red Iguana,Iguana iguana,$34.99,8
Amphibians,Golden Gliding Frog,Polypedates leucomystax,$7.49,8
Amphibians,Painted Mantella,,$39.99,8
Geckos,Tripoli Gecko,Tropiocolotes tripolitanus,$19.99,8
Snakes,Baby Anery Stripe Kenyan Sand Boa,Eryx colubrinus,$79.99,8
Inverts,Mexican Flame Knee Tarantula,,$149.99,8
Snakes,Great Plains Ratsnake,Pantherophis emoryi,$39.99,8
Inverts,Cape Burrowing Scorpion,,$24.99,8
Lizards,Baby Dispar Uromastyx,,$124.99,8
Amphibians,Grey Tree Frog,Hyla versicolor,$9.99,8
Amphibians,Red and Black Walking Frog,Phrynomerus bifasciatus,$9.99,8
Amphibians,Baby Giant Pixie Frog,Pyxicephalus adspersus,$29.99,8
Snakes,Baby Aru x Jaya Green Tree Python,Morelia viridis,$399.99,8
Snakes,Baby Arizona Rosy Boa,Lichanura trivirgata trivirgata,$89.99,8
Turtles,Baby Northern Black Knob Map Turtles,Graptemys nigrinoda,$99.99,8
Amphibians,Golfodulcean Dart Frog,,$39.99,8
Snakes,West African Egg Eating Snake,Dasypeltis scabra,$64.99,8
Snakes,Baby Cotton Candy Snow Cornsnake,,$69.99,8
Snakes,White Lipped Python,Leiopython albertisii,$324.99,8
Amphibians,Powder Blue Tinctorius Dart Frog,Dendrobates tinctorius,$39.99,8
Snakes,Baby Enchi Spider Clown Ball Python,,$799.99,8
Snakes,Red Tailed Green Ratsnake,Gonyosoma oxycephalum,$74.99,8
Geckos,Baby Super Harlequin Pinstripe Crested Gecko,Correlophus ciliatus,$199.99,8
Snakes,Lesser Ball Python,,$64.99,8
Inverts,Singapore Blue Tarantula,,$49.99,8
Snakes,African File Snake,Mehelya crossi,$74.99,8
Geckos,Fan Footed Gecko,Ptyodactylus hasselquistii,$14.99,8
Amphibians,Baby Giant Waxy Monkey Tree Frog,,$59.99,8
Geckos,Baby Crimson Madagascar Giant Day Gecko,Phelsuma grandis,$39.99,8
Snakes,Red Beaked Snake,,$74.99,8
Lizards,Baby Bearded Dragon,Pogona vitticeps,$44.99,8
Lizards,Baby Silky (Scaleless) Bearded Dragon,Pogona vitticeps,$74.99,8
Geckos,Mack Snow Albino Leopard Gecko,Eublepharis macularius,$54.99,8
Snakes,Baby Suriname Redtail Boa,Boa constrictor constrictor,$149.99,8
Amphibians,Citronella Tinctorius Dart Frog,,$39.99,8
Lizards,Red Garden Skink,Lampropholis guichenoti,$4.99,8
Lizards,Cuvier’s Dwarf Caiman,Paleosuchus palpebrosus,$249.99,8
Geckos,Baby Normal Panther Gecko,Paroedura pictus,$19.99,8
Snakes,San Isabel Solomon Island Ground Boa,Candoia carinata paulsoni,$149.99,8
Amphibians,Baby Budgett’s Frog,Lepidobatrachus laevis,$49.99,8
Amphibians,Turquoise And Black Auratus Dart Frog,Dendrobates auratus,$39.99,8
Lizards,Serrated Conehead Lizard,,$299.99,8
Tortoises,Baby Leopard Tortoise,Stigmochelys pardalis babcocki,$149.99,8
Amphibians,Solomon Island Eyelash Frog,Ceratobatrachus guentheri,$34.99,8
Snakes,HCQ Coastal Carpet Python,Morelia spilota mcdowelli,$199.99,8
Tegus,Baby Albino Blue Tegu,Tupinambis Merianae,"$1,499.99",8
Inverts,Mexican Red Rump Tarantula,Brachypelma vagans,$24.99,8
Lizards,Plica Plica Lizard,Plica plica,$19.99,8
Lizards,Savigny’s Agama,Trapelus savignii,$19.99,8
Lizards,Baby Red Ackie Monitor,Varanus Acanthurus,$399.99,8
Lizards,Major Skink,Egernia frerei,$49.99,8
Turtles,Adult Desert Ornate Box Turtle,Terrapene ornata luteola,$149.99,8
Snakes,Baby Anaconda Western Hognose Snake,,$149.99,8
Turtles,Baby Hybrid Box Turtle,Terrapene carolina bauri x Terrapene ornata ornate x Terrapene carolina carolina,$124.99,8
Venomous,Egyptian Saw Scale Viper,Echis pyramidum,$199.99,8
Inverts,Death Stalker Scorpion,Leiurus quinquestriatus,$34.99,8
Snakes,Baby Tiger Darwin’s Carpet Python,,$174.99,8
Amphibians,Ornate Pacman Frog,Ceratophrys ornata,$29.99,8
Lizards,Petters Chameleon,Furcifer petteri,$249.99,8
Lizards,Sun Skink,Eutropis multifasciata,$6.99,8
Geckos,Leopard Gecko,Eublepharis macularius,$39.99,8
Geckos,Subadult Hypo Leopard Gecko,Eublepharis macularius,$39.99,8
Lizards,Baby Hypo Silkie Bearded Dragon,Pogona vitticeps,$79.99,8
Isopods,Porcellio Laevis “Dairy Cow” Isopod,Porcellio Laevis,$17.49,8
Lizards,Baby Cape Banded White Throat Monitor,Varanus albigularis,$599.99,8
Inverts,Solomon Island Giant Green Centipede,Ethmostigmus rubripes,$399.99,8
Isopods,Porcellionides priunosus “white out” Isopod,Porcellionides priunosus,$14.99,8
Turtles,Baby Hypo Pastel Red Ear Slider Turtle,Trachemys scripta elegans,$174.99,8
Venomous,Baby Western Diamondback Rattlesnake,Crotalus atrox,$124.99,8
Lizards,Baby Cuvier’s Caiman,Paleosuchus palpebrosus,$249.99,8
Snakes,Baby Tanimbar Amethystine Python,Morelia amethystina,$349.99,8
Geckos,Sunglow Raptor Leopard Gecko,Eublepharis macularius,$64.99,8
Snakes,Yearling Costa Rican Boa,Boa Constrictor imperator,$174.99,8
Inverts,Colombian Dwarf Tiger Tarantula,Cyriocosmus leetzi,$34.99,8
Snakes,Red Amazon Tree Boa,Corallus hortulanus,$199.99,8
Snakes,Baby Black Ratsnake,Pantherophis obsoletus,$34.99,8
Snakes,Sumatran Blood Python,Python brongersMay,$349.99,8
Snakes,Reticulated Python,Python reticulatus,$249.99,8
Snakes,Baby California Kingsnake,,$84.99,8
Inverts,Red Birdeater Tarantula,,$39.99,8
Inverts,Devils Flower Mantis,Idolomantis diabolica,$49.99,8
Lizards,Baby Blue Tail Monitor,Varanus doreanus,$349.99,8
Venomous,Juvenile Eastern Diamondback Rattlesnake,Crotalus adamanteus,$174.99,8
Snakes,Plains Garter Snake,Thamnophis radix,$9.99,8
Snakes,Baby Axanthic Whitesided Brooks Kingsnake,Lampropeltis getula brooksi,$64.99,8
Snakes,Baby Lereh Green Tree Python,Morelia Viridis,$399.99,8
Tortoises,Yearling Burmese Brown Mountain Tortoise,Manouria emys,$224.99,8
Inverts,Thai Tiger Tarantula,,$19.99,8
Lizards,4-5 Inch High White Translucent Veiled Chameleon,Chamaeleo calyptratus,$89.99,8
Lizards,Dispar Uromastyx,Uromastyx dispar dispar,$124.99,8
Lizards,Baby Ambilobe Panther Chameleon,Furcifer pardalis,$199.99,8
Snakes,Baby Ribbon Snake,Thamnophis sauritus,$3.99,8
Turtles,Baby Pinkbelly Sideneck Turtle,Emydura subglobosa,$39.99,8
Isopods,Armadilidium Frontirostre Isopod,,$39.99,8
Inverts,Stripe Knee Tarantula,,$24.99,8
Snakes,Baby Blood Red Scaleless Cornsnake,Pantherophis guttatus,$449.99,8
Inverts,Stone Centipede,,$19.99,8
Amphibians,Italian Alpine Newt,Ichthyosaura alpestris,$24.99,8
Inverts,Asian Hooded Mantis,Rhombodera fusca,$29.99,8
Lizards,4 to 5 inch Translucent Veiled Chameleon,Chamaeleo calyptratus,$49.99,8
Turtles,Baby Japanese Wood Turtle,,$74.99,8
Snakes,Red Coachwhip Snake,,$49.99,8
Snakes,Baby Sumatran Blood Python,Python brongersMay,$99.99,8
Isopods,Powder Orange Isopods,Porcellionides priunosus,$14.99,8
Snakes,Black Racer,Coluber constrictor priapus,$9.99,8
Amphibians,Cobalt Blue Tinctorius Dart Frog,Dendrobates tinctorius,$39.99,8
Amphibians,C.B. Snowflake Dumpy Tree Frog,Litoria caerulea,$29.99,8
Inverts,Pinktoe Tarantula,Avicularia avicularia,$9.99,8
Geckos,Rough Tailed Gecko,Cyrtopodion scaber,$14.99,8
Lizards,Abronia Deppii,,$999.99,8
Inverts,Thailand Golden Fringe Tarantula,Ornithoctonus aureotibialis,$59.99,8
Lizards,New Guinea Legless Lizard,Lialis burtonis,$99.99,8
Tegus,Baby Paraguayan Red Tegu,Tupinambis rufescens,$399.99,8
Snakes,Aru Green Tree Python,Morelia viridis,$599.99,8
Inverts,Australian Giant Prickly Stick Insect,,$24.99,8
Lizards,Malagasy Three Eyed Lizard,Chalarodon madagascariensis,$14.99,8
Snakes,Baby Hypo Colombian Redtail Boa,Boa constrictor imperator,$199.99,8
Tegus,Snowmaker Tegu,Tupinambis Merianae X Tupinambis rufescens,$499.99,8
Lizards,Sulphur Monitor,,"$1,749.99",8
Snakes,Baby Pastel Banana Ball Python,Python regius,$349.99,8
Lizards,Red Sided Skink,Trachylepis homalocephala,$6.99,8
Inverts,Mysore Ornamental Tarantula,Poecilotheria straita,$59.99,8
Tegus,Baby High White Red Tegu,,$399.99,8
Inverts,Brazilian Blue Violet Tarantula,Pterinopelma saziMay,$34.99,8
Inverts,Amazon Giant Centipede,Scolopendra gigantea,$399.99,8
Geckos,Baby Blazing Blizzard Leopard Gecko,,$44.99,8
Tortoises,Baby Elongated Tortoise,Inditestudo elongata,$124.99,8
Lizards,Baby Brown Basilisk,Basiliscus vittatus,$14.99,8
Lizards,Baby Sulawesi Water Monitor,Varanus salvator,$299.99,8
Snakes,Solomon Island Black File Snake,Acrochordus granulatus,$199.99,8
Snakes,Baby Albino Western Hognose Snake,,$174.99,8
Lizards,Red Bar Ambilobe Panther Chameleon,Furcifer pardalis,$299.99,8
Amphibians,Blue Gliding Frog,Rhacophorus dennysi,$24.99,8
Inverts,Orchid Mantis,Hymenopus coronatus,$59.99,8
Inverts,Giant Chinese Praying Mantis,Tenodera sinensis,$29.99,8
Snakes,Red Bellied Swamp Snake,Seminatrix pygaea,$39.99,8
Inverts,Sangihe Black Tarantula,Lampropelma nigerimum,$49.99,8
Snakes,Baby Scaleless Head Super Pastel Ball Python,Python regius,$399.99,8
Snakes,Baby Blood Red Cornsnake,Pantherophis guttatus,$49.99,8
Lizards,Baby Asian Water Monitor,,$99.99,8
Snakes,Baby Florida Kingsnake,Lampropeltis getula floridana,$49.99,8
Lizards,Baby Citrus Bearded Dragon,Pogona vitticeps,$54.99,8
Snakes,Baby Western Hognose Snake,Heterodon nasicus,$99.99,8
Lizards,Jackson’s Chameleon,Trioceros jacksonii,,8
Amphibians,Red Leg Running Frog,Kassina maculata,$9.99,8
Snakes,Jansen’s Ratsnake,Gonyosoma jansenii,$499.99,8
Amphibians,Strawberry Pacman Frog,Ceratophrys cranwelli,$34.99,8
Lizards,Merauke Blue Tongue Skink,Tiliqua gigas,$249.99,8
Lizards,6-8 Inch High Colored Bearded Dragon,Pogona vitticeps,$44.99,8
Snakes,Baby Banded Water Snake,Nerodia fasciata,$19.99,8
Turtles,Baby African Mud Turtle,Pelusios castaneus,$29.99,8
Tortoises,Baby Sri Lankan Star Tortoise,Geochelone elegans,$499.99,8
Snakes,Yearling Bay Of La Rosy Boa,,$99.99,8
Turtles,African Dwarf Mud Turtle,Pelusios nanus,$249.99,8
Lizards,Brown Basilisk,Basiliscus vittatus,$9.99,8
Amphibians,Eastern Tiger Salamander,Ambystoma tigrinum,$49.99,8
Geckos,Baby Orange Brindle Phantom Pinstripe Crested Gecko,Correlophus ciliatus,$149.99,8
Turtles,Gibba Gibba Turtle,,$39.99,8
Snakes,Baby Durango Mountain x Ruthvens Kingsnake,,$69.99,8
Amphibians,Baby Brazilian Horned Frog,Ceratophrys aurita,$39.99,8
Venomous,Tamaulinpan Rock Rattlesnake,Crotalus morulus,$999.99,8
Snakes,Dice Snake,Natrix tessellata,$39.99,8
Turtles,Baby Giant Mexican Musk Turtle,Staurotypus triporcatus,$124.99,8
Lizards,Baby Desert Spiny Lizard,Sceloporus magister,$19.99,8
Tegus,Albino Snowmaker Tegu #5,Tupinambis Merianae X Tupinambis rufescens,"$2,499.99",8
Snakes,Melanistic Garter Snake,Thamnophis sirtalis similis,$199.99,8
Lizards,Emerald Swift,Sceloporus malachiticus,$19.99,8
Turtles,Baby Siebenrock’s Snake Necked Turtle,Chelodina siebenrocki,$124.99,8
Snakes,Baby Sinacorn Snake,Lampropeltis triangulum sinaloae X pantherophis guttatus,$44.99,8
Inverts,Camel Spider,Galeodes arabs,$24.99,8
Lizards,9 to 11 Inch Veiled Chameleon,Chamaeleo calyptratus,$69.99,8
Inverts,Olive Keeled Flat Rock Scorpion,Hadogenes paucidens,$44.99,8
Inverts,Chaco Golden Knee Tarantula,Grammostola pulchripes,$49.99,8
Venomous,Baby West African Gaboon Viper,Bitis gabonica rhinosceros,$99.99,8
Inverts,Brazilian Black And White Tarantula,Nhandu coloratovillosus,$29.99,8
Tegus,Baby Purple 66% Poss Het Albino Tegu,,$399.99,8
Lizards,Baby Spiny Neck Monitor,Varanus spinulosus,$499.99,8
Inverts,Peruvian Blue Zebra Tarantula,“Peruvian Blue Birdeater”,$34.99,8
Geckos,Baby Halloween Super Harlequin Crested Gecko,Correlophus ciliatus,$249.99,8
Inverts,Antilles Pinktoe Tarantula,Caribena versicolor,$49.99,8
Lizards,Green Carpet Chameleon,Furcifer viridis,$79.99,8
Turtles,Kwangtung River Turtle,,$74.99,8
Lizards,Baby Green Amieva,,$19.99,8
Lizards,Baby Spiny Tailed Iguana,Ctenasaura similis,$14.99,8
Snakes,Hissing Sand Snake,,$39.99,8
Lizards,Saharan Yellow Uromastyx,Uromastyx geyri,$49.99,8
Snakes,Yearling Biak Green Tree Python,Morelia viridis,$349.99,8
Geckos,Baby Anery Panther Gecko,Paroedura pictus,$24.99,8
Geckos,Baby High Pink Nu Ana Leachianus Gecko,,$649.99,8
Lizards,Clubtail Iguana,Ctenosaura quinquecarinata,$29.99,8
Turtles,Ornate Box Turtle,Terrapene ornata ornata,$149.99,8
Inverts,Devil Scorpion,Vaejovis carolinianus,$14.99,8
Tegus,Baby Black Flame Tegu,,$299.99,8
Lizards,Brookesia Superciliaris,Brookesia superciliaris,$64.99,8
Geckos,Baby Aberrant Orange Stripe Gargoyle Gecko,Rhacodactylus auriculatus,$299.99,8
Snakes,Baby Egyptian Diadem Rat Snake,Spalerosophis diadema,$49.99,8
Snakes,Baby Sunglow Motley Cornsnake,Pantherophis guttatus,$39.99,8
Amphibians,Albino 4 Spot Patternless Pacman Frog,C. cranwelli,$29.99,8
Tortoises,Baby Sulcata Tortoise,Centrochelys sulcata,$59.99,8
Inverts,Tunisian Fat Tail Scorpion,Androctonus australis,$39.99,8
Inverts,Trinidad Chevron Tarantula,Psalmopoeus cambridgei,$29.99,8
Isopods,Granulatum Roly-Poly Isopods,Armadillidium granulatum,$27.49,8
Snakes,Yearling Otay Lake Rosy Boa,Lichanura trivirgata,$124.99,8
Geckos,Baby Albino Mack Snow Leopard Gecko,Eublepharis macularius,$39.99,8
Snakes,Baby Asian Vine Snakes,Ahaetulla prasina,$74.99,8
Snakes,Malagasy Leaf-Nosed Snake,Langaha madagascariensis,$99.99,8
Amphibians,Baby Green Suriname Horned Frog,Ceratophrys cornuta,$34.99,8
Snakes,Baby Pueblan Milksnake,Lampropeltis triangulum campbelli,$39.99,8
Snakes,Baby Scaleless Head Ball Python,Python regius,$224.99,8
Tegus,Albino Ultra Purple Tegu #4,SALVATOR MERIANAE X RUFESCENS,"$2,499.99",8
Inverts,Florida Bark Scorpion,Centruroides gracilis,$19.99,8
Tortoises,Cherryhead  X Redfoot Tortoise,Chelonoidis carbonaria,$249.99,8
Snakes,Baby Amel Tessera Cornsnake,Pantherophis guttatus,$74.99,8
Lizards,Baby Black Roughneck Monitor,Varanus rudicollis,$224.99,8
Turtles,Spot-Legged Wood Turtle,LIMITED TIME ONLY: Get a free red shrimp treats with every 3-pack of Spot-Legged Wood Turtle,$49.99,8
Inverts,Darwin’s Goliath Centipede,,$399.99,8
Geckos,Purple Nuu Ana Leachianus Gecko,,"$1,499.99",8
Inverts,Thailand Zebra Tarantula,haplopelma albostriatum,$59.99,8
Amphibians,Blue Azureus Tinctorius Dart Frog,Dendrobates tinctorius,$39.99,8
Geckos,Baby Super Snow Leopard Gecko,Eublepharis macularius,$44.99,8
Geckos,Baby Flame Pinstripe Crested Gecko,Correlophus ciliatus,$149.99,8
Inverts,Mexican Golden Red Rump Tarantula,Brachypelma albiceps,$84.99,8
Isopods,Dwarf Purple Isopods,Isopoda sp.,$9.99,8
Lizards,Baby Mangrove Monitor,,$124.99,8
Lizards,Baby Super Blue Tegu,Salvator merianae,$499.99,8
Isopods,Porcellio Scaber “Spanish Orange” Isopod,Porcellio Scaber,$14.99,8
Amphibians,Green And Bronze Auratus Dart Frog,,$39.99,8
Inverts,Phillipine Leaf Insect,Phyllium philippinicum,$24.99,8
Tortoises,Cherryhead  X Redfoot Tortoise,Chelonoidis carbonaria,$174.99,8
Inverts,Thai Black Tarantula,Haplopelma minax,$39.99,8
Geckos,Gold Dust Day Gecko,P. laticauda laticauda,$39.99,8
Amphibians,Beautiful Mantella,Mantella pulchra,$24.99,8
Lizards,Baby Blue Axanthic Iguana,Iguana iguana,$69.99,8
Snakes,Baby Banana California Kingsnake,Lampropeltis getula californiae,$99.99,8
Inverts,Purple Pinktoe Tarantula,,$69.99,8
Snakes,Baby Caramel Corn Snake,Pantherophis guttatus,$29.99,8
Snakes,White Oak Rat Snake,Elaphe obsoleta spiloides,$29.99,8
Snakes,Yearling Yorba Linda Rosy Boa,,$124.99,8
Tortoises,Aldabra Tortoise,Geochelone gigantea,"$34,999.99",8
Snakes,Yearling Lake Chapala Rosy Boa,,$124.99,8
Snakes,Baby Eastern MilkSnake,,$199.99,8
Tegus,Albino Blue Tegu #4,Tupinambis Merianae,"$1,499.99",8
Snakes,Baby Borneo Blood Python,Python curtus,$99.99,8
Amphibians,Super Tigerleg Monkey Tree Frog,Phyllomedusa tomopterna,$29.99,8
Amphibians,C.B. Baby Honey Australian Dumpy Tree Frog,Litoria caerulea,$19.99,8
Geckos,Egyptian Sand Gecko,Stenodactylus petrii,$19.99,7
Turtles,Baby Ornate x Florida Box Turtle,,$149.99,7
Snakes,Baby Darwin’s Carpet Python,,$124.99,7
Snakes,Baby Hypo Plasma Cornsnake,Pantherophis guttatus,$74.99,7
Snakes,Guyana Redtail Boa,,$224.99,7
Amphibians,Large Sunburst Pacman Frog,Ceratophrys cranwelli,$34.99,7
Tegus,Albino Ultra Purple Tegu #3,SALVATOR MERIANAE X RUFESCENS,"$2,499.99",7
Tegus,Albino Snowmaker Tegu #1,Tupinambis Merianae X Tupinambis rufescens,"$2,499.99",7
Amphibians,Brown Pacman Frog,Ceratophrys cranwelli,$19.99,7
Lizards,Emma Gray’s Forest Lizard,Calotes emma,$9.99,7
Turtles,Baby Chiapas Giant Musk Turtle,Staurotypus salvinii,$99.99,7
Inverts,2-3 Inch Brazilian White Knee Tarantula,Acanthoscurria geniculata,$79.99,7
Turtles,Asian Leaf Turtle,C. sp.,$39.99,7
Inverts,African Stick Mantis,Heterochaeta Orientalis sp,$29.99,7
Snakes,Baby Brooks Kingsnake,Lampropeltis getula brooksi,$44.99,7
Snakes,Baby Albino Cornsnake,Pantherophis guttatus,$49.99,7
Inverts,Indian Violet Tarantula,Chilobrachy fimbriatus,$49.99,7
Turtles,Baby Victoria Pink Eared Turtle,,$149.99,7
Inverts,Panamanian Blonde Tarantula,Psalmopoeus pulcher,$39.99,7
Snakes,Brown Water Snake,Nerodia taxispilota,$14.99,7
Tegus,Albino Snowmaker Tegu #2,Tupinambis Merianae X Tupinambis rufescens,"$2,499.99",7
Amphibians,Baby Super Tigerleg Monkey Tree Frog,Phyllomedusa tomopterna,$49.99,7
Snakes,Baby Irian Jaya Caramel Zebra Carpet Python,Morelia spilota variegata x cheynei,$399.99,7
Geckos,Baby Blood Orange Tristripe Crested Gecko,Correlophus ciliatus,$174.99,7
Snakes,Madagascar Giant Hognose Snake,,$199.99,7
Lizards,12+ Inch Translucent Veiled Chameleon,Chamaeleo calyptratus,$64.99,7
Lizards,Monkey Anole,,$44.99,7
Isopods,Mardi Gras Dalmatian Isopod,,$44.99,7
Amphibians,Amazon Milk Frog,Trachycephalus resinifictrix,$24.99,7
Lizards,Crocodile Tegu,,"$5,499.99",7
Isopods,Oniscus Asellus “Skirted” Isopod,Oniscus asellus,$9.99,7
Tortoises,Baby Greek Tortoise,Testudo graeca,$174.99,7
Tortoises,Serrated Hingeback Tortoise,Kinixys erosa,$99.99,7
Snakes,Amazon Tree Boa,Corallus hortulanus,$34.99,7
Snakes,Hissing Sand Snake,,$39.99,7
Turtles,Baby Schultze’s Snapping Turtle,,$59.99,7
Snakes,Baby Sumatran Short Tail Python,Python curtus,$149.99,7
Lizards,Baby Club Tail Iguana,Ctenosaura quinquecarinata,$29.99,7
Snakes,Baby Costa Rican Rainbow Boa,Epicrates cenchria,$99.99,7
Snakes,Baby Butter Corn Snake,Pantherophis guttatus,$29.99,7
Lizards,Calico Abronia Lythrochila,Abronia lythrochila,$349.99,7
Inverts,Southern Horned Baboon Tarantula,Ceratogyrus darlingi,$29.99,7
Snakes,Baby Motley Cornsnake,Pantherophis guttatus,$49.99,7
Inverts,Tanzanian Chestnut Baboon Tarantula,,$24.99,7
Snakes,Baby Vanishing Pattern Cornsnake,,$54.99,7
Tegus,Gold Tegu,Tupinambis teguixin,$39.99,7
Tegus,Baby Purple Tegu,Salvator sp.(merianea x rufescens),$199.99,7
Inverts,Six – Eye Sand Spider,Sicarius hahni,$39.99,7
Venomous,Desert Horned Viper,Cerastes cerastes,$299.99,7
Lizards,Similis Monitor,Varanus Similis,$149.99,7
Turtles,Baby Peninsula Cooter Turtle,Pseudemys peninsularis,$19.99,7
Geckos,Baby Albino Panther Gecko,Paroedura pictus,$89.99,7
Inverts,South African Spotted Baboon Tarantula,Augacephalus ezendami,$19.99,7
Inverts,Red Claw Emperor Scorpion,Pandinus cavimanus,$14.99,7
Snakes,Yearling San Gabriel Mountain Rosy Boa,,$124.99,7
Snakes,Baby Emerald Tree Boa,Corallus caninus,$499.99,7
Amphibians,Giant Waxy Monkey Tree Frog,Phyllomedusa bicolor,$59.99,7
Snakes,BRAHIMINY BLIND SNAKE,,$9.99,7
Inverts,Baby Asian Forest Scorpion,,$14.99,7
Snakes,Elephant Trunk Snake,,$124.99,7
Turtles,Baby Nicaraguan Ornate Slider Turtle,,$24.99,7
Tegus,Albino Ultra Purple Tegu #1,SALVATOR MERIANAE X RUFESCENS,"$2,499.99",7
Snakes,Baby Buf Motley Cornsnake,,$49.99,7
Inverts,Thai Giant Shield Mantis,Rhombodera megaera,$29.99,7
Lizards,Fringe Fingered Leopard Lizard,Acanthodactylus pardalis,$14.99,7
Amphibians,Foam Nest Tree Frog,Chiromantis xerampelina,$14.99,7
Geckos,Uroplatus sameiti,Uroplatus sameiti,$249.99,7
Venomous,Southern Cotton Mouth,Agkistrodon piscivorus,$39.99,7
Inverts,Brazilian Blue Dwarf Beauty,,$44.99,7
Snakes,Baby Blade Clown Ball Python,,$349.99,7
Amphibians,Large Albino Pacman Frog,Ceratophrys cranwelli,$29.99,7
Inverts,Malaysian Earth Tiger,Cyriopagopus schioedtei,$49.99,7
Lizards,Red Eyed Crocodile Skink,Tribolonotus gracilis,$99.99,7
Snakes,Baby Kenyan Sand Boa,Eryx colubrinus,$59.99,7
Lizards,12+ Inch Veiled Chameleon,Chamaeleo calyptratus,$59.99,7
Snakes,Green Cat Eye Snake Pair,,$399.99,7
Snakes,Baby Albino California Kingsnake,Lampropeltis getula californiae,$54.99,7
Snakes,Baby Grey Ratsnake,,$39.99,7
Inverts,Orange Spotted Assassin Bug,,$34.99,7
Lizards,Baby Translucent Bearded Dragon,Pogona vitticeps,$49.99,7
Amphibians,Baby White Lined Monkey Tree Frog,Phyllomedusa vaillantii,$59.99,7
Lizards,Brookesia Thieli,Brookesia thieli,$64.99,7
Tegus,Albino Snowmaker Tegu #4,Tupinambis Merianae X Tupinambis rufescens,"$2,499.99",7
Tegus,Baby Albino Tiger Ice Tegu,Tupinambis merianae X Tupinambis rufescens,"$2,999.99",7
Snakes,Egyptian Diadem Rat Snake,Spalerosophis diadema,$39.99,7
Lizards,O’Shaughnessy’s Chameleon,Calumma oshaughnessyi,$699.99,7
Amphibians,Giant Orange Tinctorius Dart Frog,,$39.99,7
Snakes,Green Snake,Opheodrys aestivus,$19.99,7
Lizards,Baby Halmahera Blue Tongue Skink,Tiliqua gigas,$149.99,7
Isopods,Montenegro Roly-Poly Isopods,Armadillidium klugii,$39.99,7
Lizards,Baby Jackson’s Chameleon,Trioceros jacksonii,$24.99,7
Tortoises,Baby Russian Tortoise,,$174.99,7
Lizards,Juvenile Whitethroat Monitor,Varanus albigularis,$399.99,7
Snakes,Florida Rough Green Snake,Opheodrys aestivus,$14.99,7
Inverts,Costa Rican Red Leg Tarantula,,$124.99,7
Snakes,Ribbon Snake,Thamnophis sauritus,$9.99,7
